invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-23398700009,2019-11-22,5859,LIQUOR TOBACCO & GROCERY - MASON CITY,18 NORTH MONROE AVENUE,MASON CITY,50401,POINT(-93.208614 43.152301),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-50702600011,2022-08-26,4629,KWIK SHOP #541 / GLENWOOD,309 N LOCUST ST,GLENWOOD,51534,POINT(-95.744909 41.050184),,MILLS,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.49,5.24,24,125.76,18.0,4.75
INV-33766100012,2021-01-25,5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,455 EDGEWOOD RD NW,CEDAR RAPIDS,52405.0,POINT(-91.715903 41.97805),57,LINN,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-34614300001,2021-02-26,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655.0,,29,DES MOINES,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-39659300011,2021-08-30,4569,CAR-GO-EXPRESS / SUTHERLAND,202 WEST SOUTHERN ST,SUTHERLAND,51058.0,POINT(-95.499742 42.968051),71,O'BRIEN,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-15483000023,2018-11-05,5361,LIQUORLAND,624 ANGULAR ST.,BURLINGTON,52601.0,POINT(-91.107638 40.802397),29,DES MOINES,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK PET VODKA,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19307300025,2019-05-10,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,POINT(-94.177165 42.508344),94,WEBSTER,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-40656300005,2021-10-04,4613,SPARKY'S ONE STOP / CARROLL,402 E 6TH ST,CARROLL,51401.0,POINT(-94.862532 42.064428),14,CARROLL,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19096100002,2019-05-01,4774,CASEY'S GENERAL STORE #3034 / ESTHERVILLE,"1615, CENTRAL AVE",ESTHERVILLE,51334,POINT(-94.822033 43.402229),32,EMMET,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-22644800003,2019-10-18,5223,CASEY'S GENERAL STORE #1503 / TABOR,721 MAIN ST,TABOR,51653,POINT(-95.671321 40.899269),36,FREMONT,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-55032100002,2023-01-17,6241,RAYMOND'S STATION / GARWIN,501 FRONT STREET,GARWIN,50632,POINT(-92.67736 42.09217),,TAMA,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.49,5.24,24,125.76,18.0,4.75
INV-22634500011,2019-10-18,5332,CASEY'S GENERAL STORE # 3507/ GRIMES,951 SE GATEWAY DR.,GRIMES,50111,POINT(-93.777206 41.681101),77,POLK,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-19828100001,2019-06-05,4582,JIFFY #926 / SPIRIT LAKE,"2402, 17TH ST",SPIRIT LAKE,51360,POINT(-95.126585 43.42282),30,DICKINSON,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,3.37,5.06,24,121.44,18.0,4.75
INV-14413400002,2018-09-13,4932,B AND B WEST,3105 HUDSON RD,CEDAR FALLS,50613,POINT(-92.465838 42.509248),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANN'S ROYAL VODKA,24,375,1.74,2.61,48,125.28,18.0,4.75
INV-40674400004,2021-10-05,3774,EAGLE COUNTRY MARKET / DUBUQUE,1800 ELM ST,DUBUQUE,52001.0,POINT(-90.665763 42.511105),31,DUBUQUE,1031100.0,AMERICAN VODKAS,421.0,SAZERAC COMPANY  INC,35944,FLEISCHMANNS 80PRF VODKA,24,375,1.74,2.61,48,125.28,18.0,4.75
INV-21479300025,2019-08-26,2649,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001,POINT(-90.666497 42.497219),31,DUBUQUE,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35946,FLEISCHMANN'S ROYAL VODKA,12,750,3.0,4.5,24,108.0,18.0,4.75
INV-19645400005,2019-05-29,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.613739 41.60572),77,POLK,1031200.0,AMERICAN FLAVORED VODKA,434,LUXCO INC,36034,PEARL PEACH,12,750,7.0,10.5,24,252.0,18.0,4.75
INV-31038500022,2020-10-14,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265.0,POINT(-93.73162 41.571127),77,POLK,1031100.0,AMERICAN VODKAS,259,HEAVEN HILL BRANDS,36122,DEEP EDDY 80PRF,12,750,8.5,12.75,24,306.0,18.0,4.75
INV-59137700005,2023-06-06,5225,THE STATION II / NORTH LIBERTY,620 MEADE DR,NORTH LIBERTY,52317.0,POINT(-91.608224489 41.752806558),,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-19890900008,2019-06-10,5563,CASEY'S GENERAL STORE #3082 / CARROLL,510 E HWY 30,CARROLL,51401,POINT(-94.873524 42.067854),14,CARROLL,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-34326700021,2021-02-16,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105.0,POINT(-96.405013 42.504732),97,WOODBURY,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-32412300001,2020-12-03,5283,YESWAY STORE # 10026/ MASON CITY,1303 4TH ST SW,MASON CITY,50401.0,POINT(-93.221539 43.148339),17,CERRO GORDO,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-39882000006,2021-09-08,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103.0,POINT(-96.419074 42.503495),97,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-15107400005,2018-10-17,5301,YESWAY STORE # 10012/ OTTUMWA,2508 COURT ST N,OTTUMWA,52501.0,POINT(-92.409169 41.051858),90,WAPELLO,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-23747500009,2019-12-09,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,1532 ELLIS BLVD NW,CEDAR RAPIDS,52405.0,POINT(-91.682151 41.988646),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-23974000008,2019-12-17,4759,WALGREENS #10855 / WATERLOO,1850 LOGAN AVE,WATERLOO,50703.0,POINT(-92.337563 42.527132),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-16425700025,2018-12-19,4011,JIM AND CHARLIES AFFILIATED,121 NORTH CLINTON,ALBIA,52531.0,POINT(-92.808389 41.028644),68,MONROE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-28278000001,2020-06-25,5808,CASEY'S GENERAL STORE #1373 / BONDURANT,302 2ND ST NE,BONDURANT,50035.0,POINT(-93.459274 41.702943),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-48108800019,2022-06-07,5624,CASEY'S GENERAL STORE #1065 / ASBURY,5505 ASBURY RD,DUBUQUE,52002,POINT(-90.758535 42.510502),31,DUBUQUE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-56148600008,2023-02-24,5935,CASEY'S GENERAL STORE #3932 / URBANDALE,4580 114TH STREET,URBANDALE,50322,POINT(-93.77428 41.64357),,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-22359100001,2019-10-07,5661,UPTOWN LIQUOR & TOBACCO / CEDAR RAPIDS,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,POINT(-91.725777 41.959614),57,LINN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-27427900001,2020-05-22,4641,KUM & GO #573 / SE 14TH DM,5830 SE 14TH ST,DES MOINES,50315.0,,77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-52665100017,2022-11-01,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101,POINT(-96.39468 42.49535),,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-44048000018,2022-01-24,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404.0,POINT(-91.715911 41.942366),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-22982800030,2019-11-01,4311,FAREWAY STORES #508 / FORT DODGE,1231  1ST AVE S,FORT DODGE,50501,POINT(-94.18154 42.50513),94,WEBSTER,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-30245400009,2020-09-15,5421,YESWAY # 1009/ HARLAN,618 DURANT STREET,HARLAN,51537.0,POINT(-95.318597 41.656803),83,SHELBY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-22558700006,2019-10-15,5775,CASEY'S GENERAL STORE #1378 / JESUP,1330 6TH ST,JESUP,50648,POINT(-92.063377 42.469199),10,BUCHANAN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-26673400006,2020-04-20,4745,WALGREENS #05042 / CEDAR RAPIDS,3325 16TH AVE SW,CEDAR RAPIDS,52404.0,POINT(-91.715363 41.963477),57,LINN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-24655700004,2020-01-20,4641,KUM & GO #573 / SE 14TH DM,5830 SE 14TH ST,DES MOINES,50315.0,,77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-30494100059,2020-09-23,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.658105 42.010971),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-24887000020,2020-01-29,2584,HY-VEE FOOD STORE / FORT MADISON,2606 AVENUE L,FORT MADISON,52627.0,POINT(-91.343544 40.626988),56,LEE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-43462100010,2021-12-31,5965,CASEY'S GENERAL STORE #1499 / CHARITON,418 S. 7TH ST,CHARITON,50049.0,POINT(-93.303463 41.010221),59,LUCAS,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-32228800006,2020-11-25,5246,CASEY'S GENERAL STORE #3476 / FOREST,1132 HWY  69 SOUTH,FOREST CITY,50436.0,POINT(-93.6372 43.249459),41,HANCOCK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-28932200006,2020-07-23,4801,WALGREENS #05852 / DES MOINES,3030 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.658747 41.60037),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-21356600040,2019-08-20,2604,HY-VEE WINE AND SPIRITS / LE MARS,1201 12TH AVE SW,LE MARS,51031,POINT(-96.18335 42.778257),75,PLYMOUTH,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-33921000020,2021-02-01,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807.0,POINT(-90.548919 41.556781),82,SCOTT,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-36498400012,2021-05-10,4717,WALGREENS #05512 / BETTENDORF,3425 MIDDLE RD,BETTENDORF,52722.0,POINT(-90.485409 41.550718),82,SCOTT,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-19786700023,2019-06-04,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT(-96.346969 42.447396),97,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-14776800106,2018-10-02,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-13949400003,2018-08-21,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT(-93.673222 41.600361),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-32524000008,2020-12-08,5295,YESWAY STORE # 10023/ WATERLOO,117 SAN MARNAN DR E,WATERLOO,50702.0,POINT(-92.355753 42.457847),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-25351100002,2020-02-20,4734,WALGREENS #04973 / URBANDALE,7000 DOUGLAS AVE,URBANDALE,50322.0,POINT(-93.712815 41.629407),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-32432200003,2020-12-04,5811,CASEY'S GENERAL STORE #2629 / RIVERSIDE,200 E 1ST ST,RIVERSIDE,52327.0,POINT(-91.578314 41.480006),92,WASHINGTON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-45794400010,2022-03-22,4588,SAM'S MINI MART / SIOUX CITY,923 W 7TH ST,SIOUX CITY,51103.0,POINT(-96.419074 42.503494),97,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-37040900012,2021-05-28,5965,CASEY'S GENERAL STORE #1499 / CHARITON,418 S. 7TH ST,CHARITON,50049.0,POINT(-93.303463 41.010221),59,LUCAS,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-46706500069,2022-04-21,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,POINT(-93.739105 41.629364),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-45021000002,2022-07-18,5725,EXPRESS LANE GAS & FOOD MART #79,17948 GREAT RIVER RD,PLEASANT VALLEY,52767,,,SCOTT,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-15098300025,2018-10-17,4864,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733.0,POINT(-90.225022 41.833351),23,CLINTON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-39750900016,2021-09-01,5984,CASEY'S GENERAL STORE #3214 / OSKALOOSA,413 A AVE W,OSKALOOSA,52577.0,POINT(-92.648951 41.296226),62,MAHASKA,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-39790100011,2021-09-03,4796,WALGREENS #04714 / DES MOINES,4555 FLEUR DR,DES MOINES,50321.0,POINT(-93.644941 41.542957),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-34595500012,2021-02-25,4695,WALGREENS #09791 / ALTOONA,101 8TH ST SE,ALTOONA,50009.0,POINT(-93.464184 41.644039),77,POLK,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-53983700003,2022-12-14,5845,CASEY'S GENERAL STORE #3827- ANKENY,3605 NW IRVINEDALE DRIVE,ANKENY,50023,POINT(-93.63896 41.7601),,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,120.72,18.0,4.75
INV-36103900008,2021-04-26,5573,CASEY'S GENERAL STORE #2768 / CEDAR RAPIDS,1201 1ST AVE SE,CEDAR RAPIDS,52402.0,POINT(-91.657607 41.985054),57,LINN,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-19122200010,2019-05-02,4795,WALGREENS #00359 / DES MOINES,2545 E EUCLID AVE,DES MOINES,50317,POINT(-93.568668 41.627702),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-25527200007,2020-02-28,4876,QUICK MART / HIAWATHA,"655, ROBBINS RD",HIAWATHA,52233.0,POINT(-91.672961 42.044452),57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-49001700012,2022-07-07,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT(-93.697731 41.665172),77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-22104300003,2019-09-24,5727,ONE STOP SHOP #4 - DENISON,306 NORTH 7TH STREET,DENISON,51442,POINT(-95.36107 42.020388),24,CRAWFORD,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-43892400015,2022-01-18,5605,CASEY'S GENERAL STORE #1416 / NEW HAMPTON,615 N LINN AVE,NEW HAMPTON,50659.0,POINT(-92.317835 43.065234),19,CHICKASAW,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-47376700012,2022-05-12,6005,CASEY'S GENERAL STORE #2865 / CEDAR FALLS,5908 NORDIC DR,CEDAR FALLS,50613.0,POINT(-92.44761 42.484581),7,BLACK HAWK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-21847700017,2019-09-11,5763,CASEY'S GENERAL STORE #1374 / COLFAX,501 W STATE ST,COLFAX,50054,POINT(-93.251941 41.673594),50,JASPER,1031100.0,AMERICAN VODKAS,434.0,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-49160000002,2022-07-13,5677,YESWAY STORE #1198 / SWEA CITY,101 4TH AVE W,SWEA CITY,50590,POINT(-94.307881 43.384945),55,KOSSUTH,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-24313100013,2020-01-02,4709,WALGREENS #12108 / AMES,2719 GRAND AVE,AMES,50010.0,POINT(-93.620635 42.048974),85,STORY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-15693400020,2018-11-14,2559,HY-VEE FOOD STORE / ALBIA,301 HWY. 34 WEST,ALBIA,52531.0,POINT(-92.810772 41.015469),68,MONROE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-41868700026,2021-11-10,6143,HOMETOWN WINE & SPIRITS / OSKALOOSA,1202 A AVE E,OSKALOOSA,52577.0,POINT(-92.631487 41.296286),62,MAHASKA,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-25018500054,2020-02-04,2513,HY-VEE FOOD STORE #2 / IOWA CITY,812  S 1ST AVE,IOWA CITY,52240,,52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-53286800011,2022-11-22,5519,CASEY'S GENERAL STORE #3648 / AKRON,80 SOUTH ST,AKRON,51001,POINT(-96.56297 42.82309),,PLYMOUTH,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-54239700060,2022-12-21,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT(-91.65818 42.01089),,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,120.72,18.0,4.75
INV-44388700008,2022-02-03,5769,CASEY'S GENERAL STORE #2208 / OTTUMWA,1603 W 2ND ST,OTTUMWA,52501.0,POINT(-92.433272 41.034863),90,WAPELLO,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-40532500006,2021-09-29,5928,CASEY'S GENERAL STORE #1762 / ALGONA,602 E STATE STREET,ALGONA,50511.0,POINT(-94.230221 43.068899),55,KOSSUTH,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-20358200039,2019-07-02,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106.0,POINT(-96.346969 42.447396),97,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-30391800007,2020-09-21,5640,CASEY'S GENERAL STORE #3371 / NEW HARTFORD,33000 HWY 57,NEW HARTFORD,50660.0,POINT(-92.63291 42.565274),12,BUTLER,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-55183000003,2023-01-23,4613,SPARKY'S ONE STOP / CARROLL,402 E 6TH ST,CARROLL,51401,POINT(-94.86262 42.06448),,CARROLL,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.5,5.25,24,126.0,18.0,4.75
INV-53098400019,2022-11-16,2653,HY-VEE WINE AND SPIRITS / WASHINGTON,1004 W MADISON ST,WASHINGTON,52353,POINT(-91.70457 41.29657),,WASHINGTON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-48065600009,2022-06-04,5549,CASEY'S GENERAL STORE #2515 / DAYTON,307 3RD ST NW,DAYTON,50530,POINT(-94.072459 42.264998),94,WEBSTER,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.24,18.0,4.75
INV-42751500024,2021-12-09,4744,WALGREENS #03875 / CEDAR RAPIDS,2821 1ST AVE SE,CEDAR RAPIDS,52402.0,,57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.34,5.01,24,120.24,18.0,4.75
INV-51821100050,2022-10-05,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,POINT(-91.518868 41.676095),,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
INV-52053000015,2022-10-12,2600,HY-VEE FOOD STORE / OSKALOOSA,110  S  D  ST,OSKALOOSA,52577,POINT(-92.649764 41.295218),,MAHASKA,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36305,HAWKEYE VODKA PET,12,750,3.35,5.03,24,120.72,18.0,4.75
